                          eserviceid                                                 eserviceName                                 producerName  tokenCount
87fa140e-24ec-4bfa-92b1-4b7cd5997996              AUSA - Anagrafe Unica delle Stazioni Appaltanti Autorita' Nazionale Anticorruzione - A.N.AC.       51344
28a33c9f-7450-4f66-8776-4db37adab3a5                                         PCP - Servizi comuni Autorita' Nazionale Anticorruzione - A.N.AC.        5472
84ff6795-2255-4784-95d8-c4eb4b89a6b5                                       PCP – Comunica appalto Autorita' Nazionale Anticorruzione - A.N.AC.        3525
dfc8c208-813a-4da1-be6c-b20789f6cd93                            PCP - Comunica post pubblicazione Autorita' Nazionale Anticorruzione - A.N.AC.        1402
ce093b84-bcb2-4bdd-ae75-0fc1dcf56ce1                                        PCP - Pubblica avviso Autorita' Nazionale Anticorruzione - A.N.AC.        1278
2d97cffc-27cb-4705-a21d-9e1084aec9e3                                        INAD CONSULTAZIONE DD                Agenzia per L'Italia Digitale         689
b880a1a7-1ec7-4b3f-9cd8-f28bf3cc2a0d C006-servizioVerificaDichCittadinanza-approvazione_automatic                       Ministero dell'Interno          79
